,qid,question_text,target
625563,7a8116f29e80d8e16665,The Americans refer to the Victorian era just as much as the Brits. What made such an impression on them?,0
796320,9c0bd5883442c30d4b05,Should I go back to my mother after a gap of 6years leaving my aunt because she is depressed now?,0
1046882,cd231383e35e77993c7b,What are the different sequences of reactions of glycolysis?,0
850667,a6adface646d4ea48466,Are improvement exams conducted for intermediate 2nd year (TS) students who passed the exams but did not get good marks?,0
104207,14681b2f8d220f732c14,What are top 5 best decisions by Narendra Modi government?,0
1055134,cec346fb8075b0bcfc19,"What inspired Penny Vincenzi to write ""Old Sins""?",0
440803,5662e5dc74d390c52fc7,Why don't apes that can use sign language ask questions m?,0
254324,31c4ad006823761ba002,What is a good thesis statement about slavery?,0
572460,702e1f36bd6a6b8f6a28,What is a short story on prejudice that I can compare and contrast with the novel to kill a mockingbird?,0
480393,5e13562c4750a820a62f,"How can I get a care taker job as in the Karthi-Nagarjuna Tamil movie ""Thozha""?",0
864125,a952465602d4f2aea0e7,"How do you know if your ex wants you back? My ex is all of sudden nice to me, and he was normally so bitter towards me.",0
575445,70c018be26f5ff36d8f7,What is the net worth of vikash Gupta?,0
944307,b90c9a30b5556eaf3dbf,"Do you still think it's weird and wrong to for Jon Snow and Dany to hook up, even if Dany can't have kids? Because that technically means they can't have inbreed babies",0
1240502,f31a2050be0041e2f89c,I am 12 and am good friends with this girl (also 12) and want to ask her out. How do I not be a dolt?,1
235017,2df9bf8fa687b148955c,How did India become a diverse nation?,0
496461,6136d08d0f1972de944b,Why escape to Agra is not detailed?,0
446175,57690e340d5e7eb2cb44,How do I learn more Japanese past beginner phase?,0
511963,64434d2d1afe5d404a27,Why do some Pakistanis on Quora seem so misinformed?,1
11593,0247ed6642a8c83c89ac,How much money we get after selling aloe vera?,0
577065,7110b2e557e54ed2a7fc,What are the basic objective of business development for event management and what are the ideas to develop?,0
1090676,d5bc14de751c1caf603c,What is the percentage difference between the genome of corn and the castor bean?,0
1270351,f8f4ddd58ca90f9c7bc5,Why do so many people hate Taylor Swift and love Katy Perry?,0
1261546,f738c538e4271c87eb80,Why Works Applications is having such bad reputations recently? Is it firing all the employees one by one? Why freshers are being discouraged to join there from the current employees? And why they have offered job in the first place?,0
805825,9de2ea7bb48a33e9b8d5,What is something that doesn't receive the attention it deserves? Why?,0
45901,08fc9b00c30ae09c83d6,How has Molly Sullivan Sliney struggled with her dyslexia disability?,0
853646,a741309b960c451ce53f,Why do some theists claim atheists are abusive to them?,0
564052,6e80f6974e0a8648fab2,Why should I tip everyone?,0
527408,67413d310d8b7d76be96,What influenced Emanuel Schegloff to become a sociologist?,0
1230786,f1320b8b9eb9c75562db,Why are there so many questions regarding narcissism on my feed?,0
206612,28676731ba87d8846864,What went wrong in bhaubali 2?,0
773982,979d43a2db8ad67d9172,What resulted from the Viking invasions of Europe?,0
9734,01e6b6093fc587ca5e68,Why do millennials who work in sales quit their jobs every 18 months?,0
445590,574cd20db390b26001c8,How much it will cost me to make a network like LinkedIn?,0
529384,67a6f53f996c7f11642c,What are some cute pictures of you and your wife through the years?,0
280620,36edae4926c5cc2b448b,What is it like to live with your parents all your life?,0
161603,1f98ce6c515dec6a0dbf,I had my ISC physics practicals today. In the optics section we were told that the correct focal length was 10 cm. I'm getting 11.2. Is it wrong?,0
937239,b7ad7e49945907faf5f3,Why can't Republicans understand that kids are tired of being murdered and matter more than your fucking guns?,1
56363,0b0f88a54e7991cc8bd8,What has been the outcome of the lawsuits filed against P&G for their Head & Shoulder products?,0
1224306,eff2ac5c8cd7ae036986,"Which sensor could we use for identifying pill presence inside a pill bottle, capacitive or ultrasonic?",0
872883,ab04b96f2787d33ddfa2,What is the future prospect of one who has passed architecture from IIT KGP?,0
238632,2eada587dc200ccee6e7,What can I do to show my ex that I want her back?,0
1287381,fc4b4e6002a652ad5a5b,How did Voldemort knew Barty Crouch Jr. was alive? Did Winky helped Voldemort?,0
984777,c0f18d5e9570c9c50b4d,Why is Edwin Sutherland regarded as one of the most influential persons in the field of criminology?,0
357183,4602b9bb4f4d8385b08d,Which branch is better mechanical or Electronics (though I have interest in both of them)?,0
1243373,f3aa50f855ab5eed49d9,"What are some themes in the book ""Unwind""?",0
471760,5c615fec0596096be20f,UWhy would a narcissist devalue himself by moving on to a new supply that has a reputation as a whore?,1
149839,1d4dfb59669da5a214b7,What are the benefits of a laptop and P.C. computer?,0
1071213,d1e73109398ac2b3db78,What is the highest pay package of chemical engineers from Manipal?,0
61516,0c157c0bc22bdebf70ed,Who is the father of zero?,0
806664,9e0e7aad1832f55241eb,Does listening to rock songs affect the brain adversely?,0
1227754,f09b4e36c0184bdfde58,Why do things tend to catch fire as they reenter?,0
750218,92f95f323e07bd419528,What do I do to know if someone hacked my phone?,0
758438,9498f5fe3c5625685a75,What are the main functions of the supratentorial structures?,0
380232,4a861bd197c80adb09bf,Should I give up on finding a good book on Wattpad?,0
903778,b118d2ab1a860fd012dc,Is Manipal University Dubai approved by UGC?,0
621318,79a95ed21aad373177b7,Will Puma become relevant in basketball again?,0
314904,3db60896f212de955a0c,What April Fool prank ended up costly?,0
474260,5ce03a7186b6f1072df4,How are apical systolic murmurs treated?,0
692398,879e96f8d7a7d56caf3b,Why did the dark ages begin?,0
590328,73a436865d718f9b0657,How many days does it take after addressing the scn AP RPO?,0
1143851,e0211f3ce6c11c1f6e78,How do anchoring on stage for Christmas celebration?,0
58564,0b7d99aca309ba792e5e,Are Arabs of Saudi Arabia and U.A.E. (all Persian Gulf states) indeed lackeys of America and west?,1
101270,13d562bea87d491f4b1a,How does the radiation in proton therapy help treating cancer?,0
966239,bd4d805727f35c7984cc,Is there any courses in India for a career in spritualism?,0
695089,8823e5a7e53e4aa9e0ce,Is Modi boon or curse to India?,0
608451,772300d4f878cf286a41,What is the fees of post graduation in medical in Indian private colleges?,0
372295,48fce849c8dcc70262df,How do I develop a sense of self esteem despite it being destroyed in my childhood?,0
1188912,e8fd9c0c41fddc3a899c,Is there anyone who knows everything?,0
942320,b8aca1eb7605e473e052,Do twins who dress alike go shopping together or surprise each other with outfit choices?,0
917140,b3b552f5d9bf5a2566f2,What are some good arguments against and for dress codes at school (not uniforms)?,0
172538,21bdbbb967448cebbf0c,Is Khan Academy a good place to start learning Algebra 1?,0
641062,7d91614695ef9d15d88c,How can I start?,0
837677,a427f11a54b554543d25,What are some most stupid questions on Quora?,0
1081300,d3e598d77729dc04c88b,How do I make 1 lac per day?,0
83139,10466115603f38d8dc33,How come the deepest part of the ocean get severely polluted?,0
11666,024b418179457f473c0a,Where can I buy the cheap 3D printed fidget spinner?,0
428209,53edaa086edd813d6c06,"JIIT Noida (CS), PDPU (petroleum), PEC Chandigarh (aero, civil, production). What should I choose?",0
557851,6d4dae4344df7c65dae7,What is the importance of somatic changes in biology?,0
444053,5702603d5a50114116d1,What degrees do you need to be a commercial pilot?,0
797327,9c3ef3a77548badc8a9a,In what specific task as a secretary can you apply the 7 habits for highly effective people?,0
542468,6a469f7a79ef456d1e22,My gay son does not respect my wife's boundaries. What do I do?,1
1197407,eaaf5b0d1936bd66853a,How can I perform a combustion analysis?,0
620389,797e33ae731f66efff68,"Is it safe to floss and use mouthwash immediately after every meal, or should you wait an hour just like with brushing?",0
456163,595b48d549bc20c7aeec,What is Murex?,0
602273,75f51f98e8ab2459b743,Are we secretly enjoying Trump’s demise and what will the news report when he’s gone?,0
81628,0ffc86cfb65a257edcb8,"Why do girls wear skirts & shorts in public area? Obviously to look attractive, then why they have problem if someone stares them!",1
348602,44501e4f1531c030f32d,How did advance math came to be?,0
1036954,cb2f374eeaadf89188ff,Why should I use large shower curtain rings?,0
1244171,f3d1717b7d3291d1e67a,What is the difference between Indian and Australian food?,0
1248080,f497719b699aff237480,How can the traditional recipe of yellow squash be improved?,0
979625,bfe9559050046bf9b874,Which word feels you the most reliability in English?,0
246898,304d00306e8376041a19,Do you think this boy looks like Ron Weasley from the books?,0
451718,587a49de0bf72b324710,What are the different ways available to apply personal loan in Faridabad?,0
342493,43175b51870f712ddf4e,What is rsd in instruments?,0
892306,aed0a283af65ec20cdcb,Should government stop bailing out SOEs?,0
1055031,cebe40d00c2411b16222,How does a Cancerian react when they cannot control something or someone?,0
158645,1f080ee883eb4bbf0b2d,Would you care if your friend disappeared without any explication because you're dating?,0
978754,bfbdf400257f51201be3,How can I treat a cervical fluid after implantation?,0
1010636,c6098b452b8953c9e822,What is the evolutionary reason for baby tooth falling off and then growing a second pair? Do any other mammals like monkeys and chimpanzees grow a second pair?,0
69720,0dac2ec794a396dde3d3,What are examples of Christian business accelerators?,0
173234,21e0a81413348160175f,"What purpose does SunTrust banks, Inc. serve?",0
1021191,c81d77f747f546dba5b3,What are the disadvantages of Indigo Cadet Pilot Program?,0
1006207,c52e694e470d3841d859,"Ladies, how would you react if somebody said they think of you when they masturbate?",0
1058431,cf65f1d78b9f67e4788e,How many doses of atenolol 50mg causes instant death?,1
165217,2049ed4cfcead765a260,Why is it the only person I connect with is myself? What does that mean?,0
889256,ae37cf7530a0a92f5f6b,Who is Nicole Eggert?,0
948003,b9c40a55491d5afe295a,Can I still sort myself out at 25?,0
432674,54cd850936b5a477fb68,How do you say 'movenpick'?,0
159701,1f3b7913657bb04d47cb,Why do apparels company don't advertise their clothes via brown or black model instead of fair or white models?,0
925641,b566b687024c5c713dde,What do you feel about Asia women fall for every white man they meet in general?,1
251420,313625f9af709fd8628a,How do I install FIFA 14 in my computer with upadtes from or mods from FIFA 17?,0
1216951,ee82bcca91df6a8f3582,"On Wikipedia, why does “Drudge Report” have a section entitled “Political Leanings” while Wikipedia’s article on CNN does not?",0
1136125,deab37f253356aa9531a,I insulted my dad for his left-leaning political views. Why did he take away my Xbox?,1
1040601,cbe57e30a9e18d23ef6b,Why I am feeling depressed due to love failure?,0
398196,4e005c9c8e5923d91aa7,"How should I dispose of an old computer that contains information, but I don't have access to the plugs to turn it on?",0
1046710,cd1a5eb5f04c7ec0e29e,What am I doing wrong if people always seem interested in me or want to become friends but later stops showing the same attitude? This issue really bothers me when I’m trying to improve my social skills and make new friends. By the way I’m not rude.,0
1223541,efcc51f6a840f6e2e184,What are energy resources?,0
1262126,f7570a9f07cf8841e77b,Why does Google not showing the last crawl date of my page?,0
67692,0d4534ad67f51f203de6,How good is the face access feature of the V7 Plus?,0
1003809,c4bbaaa4e104e092eec1,Why are people raised to be cowards?,0
241344,2f349976669d1b88bc83,How do I get 100 in ICSE computer?,0
1138979,df344cc58480685551d6,What is the effect of CPEC on Pakistan and India relation?,0
531618,681645a46750d9d532ed,Does Naukri charge GST?,0
447717,57b2aced33f5709888ca,Where can I find the tea cup holder from star trek the next generation devil's due?,0
980477,c011e49c3a996e128c1b,What is the procedure to get the transcripts from Agra University?,0
1112447,d9fc2ff4e056b2728db2,How much did Rahul Raj get in CBSE class 12?,0
784771,99bc23da0f65cf44887c,Why is the concept of time so mysterious?,0
1011966,c64cee6c43eb885ec540,What are the programs I can practice when I begin working with microcontrollers?,0
133341,1a19980846420d0638a4,What is pasteurization used for?,0
582364,7219ae932990aa445e19,"What are some examples of ""micro cheating"" and is emotional cheating even a real thing?",0
939867,b8318c6eb52e8554f7b2,What is the best PG course in civil engineering?,0
627161,7ad1ce69b76345a1d3c9,Was George McGovern the most individually lethal US Presidential nominee ever?,0
1027852,c96a2152dda78e0339d7,"Which is a better or the two: Dharamshala or Dalhousie, in Himachal?",0
1207816,ecba5f475cadd39e2862,What are the most common uses of the element titanium?,0
676037,846426a9df69565ab4cc,"How do Mormons respond to Isaiah 43:10 which has the lord god asserting there were no gods before him, nor after?",0
659157,811d9d82b8fd77bd4f1a,Who was the father of Shivaji?,0
1277548,fa612ea44bc0c045d79d,Why south Koreans love Chennai?,0
28597,0598792dcf392ab107c6,"Why does Quora entertain trolls asking, ""what is 60 + 9?""?",1
605833,76a15b6966dcc7c8ee8f,What will AI be like in 2040? Will we see rapid technological progress because of it?,0
237197,2e664935b2658366dac5,What's the difference between a graphic designer and graphic engineer?,0
287094,3838f812e51ab508f6da,Why does Shopify keep telling to upgrade Chrome when I already have?,0
221244,2b4a655c8181aa5e349b,What are the differences between genetics and molecular biology?,0
411329,50999be7a026af411781,"What are the personality traits of the fictional character ""Shane McCutcheon"" from the TV show ""The L Word""?",0
499233,61bc81f8381a28fcf1cf,What is a friction force?,0
605072,767d3ca66e307e0f3f28,Where is Senegal?,0
636155,7c99d5fd3e9fbb3349c6,Is it true that Khawaja Moinuddin Chisti once came out of his grave?,0
1233093,f1a6cab7a24715e8d55b,"If I'm a teenager on a H4 visa, how does the college application process work for me?",0
208630,28ce5e597ad2a1be0dd8,Is Bangalore livable?,0
717247,8c6a2dbcee0a64c35d12,"What are the major difference between herb, shrubs and trees?",0
1276541,fa2a76c1c8a619aa72d9,How can I make my ex break the no contact rule and talk to me?,0
940125,b83e9c713464e57d837e,"If black hole exists and moves in space, how come it has never been spotted?",0
792484,9b49aefd6f8fb6571fc0,Why do people still show support for the IRA terrorists 20 years after the troubles?,1
160712,1f6d186b779bd98f21f0,"I am 75-85% white, so why don't I look white to most people?",1
264916,33d7b18128adb9f20bfc,Is weed haram in Islam?,0
973250,beaa6dde703845fb9c5f,How can you describe the major landforms in New York City?,0
958805,bbd9e6db7f923b311461,Why are Koreans too obsessed with appearance?,1
1264920,f7e4e7479c13671dac2e,"At what point in the dating process do gay men discuss the ""top"" and ""bottom"" positions?",0
184349,2408f2186171c3dbfc5c,Can I go for counseling in VIT on the month of JUNE?,0
133654,1a2833015fd2b485e091,What are the benefit of rewriting an ERP system with blockchain technology?,0
1086440,d4e7f0fcffc0a81308a1,Do entrepreneurs/business owners have a higher divorce rate?,0
60968,0bf928a87e3c03e2bfad,"What are some treatments for flaky, oily scalp?",0
712763,8b862ff67f3c3e301aa4,Will the Cassini mission be succeeded by another spacecraft?,0
414020,511f8a5372ac2a5aa534,Do you know any books that end in a cliffhanger?,0
1066268,d0f2599b5dc258675732,What is audience awareness?,0
441289,567c3a89cc679f3b8a3b,How do you change your display name on Quora?,0
467507,5b8bc8afe6c3d272ae37,Which forex brokers have the most active users worldwide?,0
387205,4bdafb1aa7b45e8e83d1,My skin is yellowish in colour. How do I change it to brown?,0
500374,61f84c48cb8ade418fd8,"Does Turkey's economy see serious inflation stress, or is it just fake news?",0
1242326,f375f3ed523e740264aa,Why do people ignore the fact that tens of millions of law abiding gun owners in the US are not violent?,0
1021034,c81563df1e7eb1e7c3dd,Are R2D2 and C3PO the only characters to appear in all 9 Star Wars films?,0
457507,599d8ef9c64ab87e46f3,Would Noida CDAC centre be good for embedded?,0
101272,13d5707dd3081d0bc5ea,"What is the typical weather of Marrakesh, Morocco?",0
9544,01dd736b74b249aa8767,What are the ideas for someone who writes quotes and thoughts and dreams to achieve a well recognition? What about the copyrights of contents?,0
623025,7a010b67db239bdd3bd2,"What are the steps involved in switching employer in the 7th year of H1B, while having an approved I-140 for more than a year?",0
1115819,daa66c2c98a14f21f535,Is racism perpetrated by African-Americans largely ignored?,1
308360,3c675348338e58fb7357,"A person mentioned to me something about tending and pruning a shoot on a tree to make it grow better and fruit (I cut down a mulberry tree thinking it was a bad tree). Is this true and, if so, how do I go about doing this properly?",0
1260318,f6fccec3951bb38e32d3,What inspired Chūgaku Akamatsu in writing Aria the Scarlet Ammo?,0
959314,bbf3efba17d5535edd15,Is the rally fighter from local motors still being sold?,0
569449,6f96530817870653fd84,What do we know about sterile neutrinos? How can they help us understand dark matter?,0
998506,c3ac104901e8cd7cac3b,What is the demand of mobile application?,0
632853,7bedfb2bb9e716b62392,Where can I get good replica football (soccer) in Ahmedabad at wholesale?,0
219375,2ae9b1bb92d0dbd9a19f,"Which is the best laptop, as of October 2017, for Engineering students? Budget is around Rupees 80-90k",0
706565,8a5a81918a12af20768a,What does marketing company's actually do?,0
829623,a297775ffb3f957b09f7,"Will Jesus accept me as his follower, I m a Hindu?",0
1302329,ff409a506beb43b1d4b7,Have you ever praised your girlfriend that she cooks good even she doesn't cook well?,0
787910,9a5c58835d41923d4e31,Which is the best and pure basmati rice in India?,0
28963,05a9acd49c06679640af,My CRS score is 392 and I am looking for PNP in Canada. Can anyone guide me how to apply for different provinces where there is no application cost?,0
549663,6baec22b92b3363af6df,Why is it said that feminism has lost it's course?,0
1159931,e3469fdeaee0ffa48218,Why does Fandango ticketing service loses its availability?,0
725111,8dfb9e33f3d5c70218d2,What are some cool facts about yourself?,0
298457,3a7150265fa887f2ab9b,What is AP stand for in Ap chemistry?,0
140596,1b8787b42ca026c43ede,I've worked with my boss for 3 years. He doesn't engage in conversation with me like the others. He leaves the room quickly when I'm around. Does he hate me?,0
960322,bc263398ab0175b827e2,What is the amount we get when our particular video in a channel reach 10k views?,0
295166,39cbf05d07d17b621ed0,"When reporting answers, what is the reason you most often select?",0
323248,3f5bb8a8719eba8e93ae,Should you put in your full effort for an internship interview if you already got an internship?,0
697925,88aaf08722e18ff927b5,What happens when potassium reacts with fluorine to produce potassium fluoride?,0
1237554,f285f956c3dfe1416c06,How can I reduce stammering?,0
360861,46bad7718919fadb3499,Is there any other oil other than linseed oil for oil paintings?,0
1112555,da018d525d40eb8ad778,How do I as a parent modify my 13 year old girl's behavior of stealing candy or sugared products like cake mix from our family and secretly consuming them? Due to her ethnicity she stands a high chance of Type 2 diabetes.,0
733494,8fa952973d9a37d1c5a9,What things required to go lbsnaa?,0
581383,71ea611a7863709027e3,Do you ever hate someone because he/she reminded you of your bad qualities (currently going through this)?,0
1117726,db08929bb7e6f578c2e6,Do Chinese hate Japanese because of WW2?,0
610477,778ba7811839ed715dfe,What are some signs that you're wasting your time with a guy?,0
932563,b6c06843faf99debbdaf,How can I start eating healthy as a 16 year old kid who only has access to the food provided by my parents?,0
42913,0865144d0cd7ca2f9609,Is there anyone willing to grade my TOEFL essay and give pointers on how to improve?,0
1170405,e55cb16d4a09c7980f91,"I am recieving mails from IIT Guwahati, they are sending mails everyday. Is this a scam?",0
478085,5d9e42e144191fa3d172,Why there are so many anti-Russian morons posting crap in Quora?,1
939520,b81f379c81aeedd122ef,Can sociopaths love memes?,0
464048,5adcdc6d9f06419d66d1,What does it mean when you kiss your crush in a dream?,0
377771,4a0d53ca51c4d50b4785,How harsh were the conditions for serfs under Imperial Russia?,0
1177532,e6beb136e81d5d111215,What is the ideal profile to get job in Big 4 after doing ACM from NICMAR?,0
441916,569a841341f2f7e0e54e,I am going to appear in the CA CPT exam for the first time. Some of my friends are saying that the CA CPT syllabus is completely changed due to GST. Is it true?,0
350868,44c3919a9224cce713c2,What can you say about President Duterte's regulations?,0
614741,78611d2fa6ad4b8a4253,What is the timeline for Google APAC 2017?,0
228070,2c9bac9debae544ad4d6,How did the fall of the Byzantine Empire lead to the Catholic Church gaining so much power?,0
181228,236b7a5d4f234c97dc54,"What are the good and bad yogas/doshas in my chart? How is my career, 1wealth, married life, kids and spiritual leanings? What are the most striking features of this horoscope? My DOB is 29-095-1993 at 14:11 in Rajahmundry.",0
1083666,d45ca8cbcdd38e5f7534,Can anal fissures be cured without surgery?,0
954276,bafc137ebd6f2078f9f1,What is the actual definition of God?,0
712502,8b79e1e8ac317525f15f,Why do ladies become fat after pregnancy?,0
73822,0e7695f0e11bc595c251,Dummy schools at Dilshad Garden Area and there charges?,0
59892,0bc084a90b67dc297733,Is there a new version of ITIL which fosters digital transformation in large enterprises?,0
869765,aa6a01151e29b9b6eed9,What is it like to study MSc economics at University College London (UCL)?,0
259964,32e1a0e2a4363197474d,What major changes would happen if the US becomes a Muslim majority nation?,0
119299,175b23a9b8015fb287c0,"If you are a ""content writer"", exactly what are you writing?",0
348611,4450be4b2eca1476b97e,"Is it easy for a student who knows only basic English, to learn TOEFL?",0
629564,7b485aac517ac1d80b87,What exactly is Jordan Peterson's appeal? Why is he popular when his ideas are unoriginal and he is just a passionate debater?,0
1298492,fe7f7e513c99241371d6,What are the best natural pest control methods in Uae?,0
97370,130e6c87f5ed241769ca,What would the degree of change necessary be that would create the next evolutionary relative of homo sapiens?,0
725743,8e19843afa1e603af1ac,Which is the best platform in Pakistan to become a actor?,0
252333,31627aa45999bb83701c,"How can I improve my weak sight even though I got an unsuccessful lesik laiser surgery in September, 2014?",0
1026177,c9154219121443c483d4,What is the most expensive mineral sample (by dollars per gram) ever collected if you include the cost of collecting it?,0
822509,a12c641c0d8f69d2eb56,What are the other ways apart from PHC/RH to serve the one year of compulsory MBBS bond in Maharashtra?,0
1005062,c4f674bc6b351575a12f,What is the scope after getting BA German from DU and then MA German from JNU? And how can we qualify for JNU enterance?,0
608961,773ef2c38e739d21f1f0,What do composers think of soundtracks?,0
115446,1697e1272d4acea1665a,"Why does mankind fight wars over imaginary things like borders, religion and money?",0
1271092,f919c751fa950ecf0181,Why is my dog so restless?,0
140005,1b6a4a134acad603d2a8,What is your great weekness?,0
1118459,db2c7f530bd2313811e3,How do I get over the fact that my only friends consider me a loser?,0
522774,66578b1343641572a58f,Why do I feel a lot of emptiness in me?,0
186932,24909bbc92143a991959,"If you were selected as a contestant on Chopped, what would you do to get ready?",0
501492,622e4953444338d48169,"How do I become more sexy, generally? I'm an average Indian girl, pretty face, cute and docile with common Indian values but wish to be more alluring.",0
1173989,e612c0a6717579a66a6c,How do clubs work with promoters?,0
887976,adf9b170032877a88954,How do I find the right art form to express myself with?,0
1154998,e250b7b3ca391b9c5936,"After a nuclear explosion, is an area more likely to become a dry landscape, like in Fallout, or a radioactive winter, like in Metro?",0
368901,4853b90f2d1ea63fd926,What were the experiments conducted by Alexis St. Martin?,0
775103,97d4dbf82f00b368b828,What is the English word for someone who gets offended by different opinion and takes it as personal?,0
248760,30ad038cfc61e60caadf,What are some of the most famous online art galleries?,0
398466,4e0e04d5cadfec6c902d,"Why is the TSA effective at violating our liberty, but is ineffective at protecting our security?",0
75361,0ec084333258d1193996,How safe is investing in mutual funds actually?,0
317029,3e220ef2a45a6a46becd,Which is the latest application to learn Animation?,0
840521,a4b9729119380e365278,Should children be restricted for mobile phones?,0
221662,2b5dc2ee248fea9d53df,Need to increase my weekly deposit bank trasfers to GDAX from 2000 limit to 10000?,0
996722,c34f71b664bc2c76c8b0,What is difference in sink and fully immersed body?,0
197435,2699186bde9f1c29b07e,"How was your experience of being a part St. Michael's High School, Patna?",0
641343,7d9dd2cc27c3dd83f997,Does Vito Corleone’s dying in a garden with growing crops have any symbolic meaning?,0
365698,47b082f07443fb5f9de4,I'm studying in 11th for computer science. What would be my best choice for an engineering course after school (which one would provide a good job)?,0
11834,02534bc00adb9c1c1184,Does Los Angeles have seasons?,0
10834,0220667cc7f70d3d671c,How can I create a gig on fivver?,0
419013,521e0e1f550749afc67b,Whatis full form of ADIDAS?,0
581078,71da7fc919c1569f8ea1,"As a psychopath/sociopath, how often are you alone? For how long?",0
616787,78c8d0b79254fd035c06,What is integrated marketing?,0
1125208,dc816a372a2e97d81cd2,Why do horses only have one toe?,0
535788,68f1b21ccfad99d15f13,Which are the top colleges for AKTU?,0
85653,10c6711dd6cf7098948a,"Is there any similar domain of one of the best artificial jewelry wholesalers in Kerala like ""Eindiawholesale""?",0
735788,901aa3fd8ff134ec20ef,"Light is a form of energy so when it hits an object, does it exerts force on it like pushing it?",0
629657,7b4ddaf03d471b1bb6cd,"Where in Huntington Beach, California should I definitely go if I'm looking to learn more about history and ancient cultures?",0
674511,841b28adf07e7706b50f,Where does Herzl's liberal and welcoming Zionism fit into the spectrum of modern Jewish thought?,0
325649,3fd3beb36f883c9b9737,Who guided Indira Gandhi to rename her husband as Feroz Khan Gandhi to exploit the brand value of Gandhi?,1
1157099,e2b94e1143c5afe5884b,How late can a patient be for a doctor's appointment?,0
940145,b83f96fd9901fde6be4b,How are memorandum entries made?,0
530829,67eee3307d6bd21ae47f,How can incorrect fitting of a cycling shoe affect your performance?,0
1124705,dc683d48d934b41fc044,What is the meaning of the lyrics of the song?,0
602102,75ee12dee2c871de1081,How will you identify total number of readings required to conduct the study?,0
627553,7ae71c1b398a8792df4f,What is quickest way to obtain Mobile Sim card for NRIs after landing at Mumbai airport?,0
1065707,d0d63ba56ca7c938ef47,Why does my generator light fluctuate?,0
1042922,cc5b1704bb7933c4b8a8,When will Mumbai University declare TY BSc semester 6 results 2017?,0
918704,b407c6daddac4ba624b7,"What are the animals, that cannot feel taste?",0
273899,359caf16e65857f88f05,Are Golden Retrievers the white privileged dogs of America?,1
893764,af1dd27866cd8213fd2d,What meaning is behind our Indian flag in Marathi?,0
422903,52e5b379c4158de7e772,"Could it be that America created ISIS, so that they can go into countries in the middle east to fight wars? Just like the September 11 false flag.",0
823380,a1574ec1a47c8857b416,Are Jews really that bad? Christians say that they killed Christ?,1
67777,0d49401d848ca56642f4,Which group should I take on 11th to become an archeologist?,0
62897,0c586f5d2b903d400fe9,Which companies come in IBS Hyderabad for internship and how much does an intern get paid there?,0
826717,a203f9cea909089f7e16,Why many straight guys assume gay guys are weaker than them?,1
1290785,fcfadc9da52c3e741893,How can I stop or mute an JavaScript embedded Facebook video on my own page? (my page is in my own domain),0
722038,8d593ee753b82596dd78,"What do you do, when your child comes home and say, that his teacher punched him in the chest?",0
1134310,de517c9553e34dfc7765,"What is Patnitop, India famous for?",0
404948,4f5c4836532df1db1557,Is it correct to say 'I feel satisfaction if I eat my favorite food'?,0
221689,2b5f161775d1985e2de3,How can you use carnation flowers to decorate a wedding reception?,0
254255,31c18ae05137600e6adb,Is there a spot round in NIT'S this year?,0
391892,4cc2f7a9e4cfa2b17b42,Why are you living in Prescott?,0
458842,59df702eed223c8bfa89,How do I let go of a relationship that clearly isn't working out? I love her dearly but I know she's already checked out and is just going through the motions.,0
514109,64ac31b131ce57be2460,What is the being content in any job?,0
572026,701821bdc23ac41d3d49,I have been diagnosed with iron deficiency anemia. Should I take iron supplements before seeing my GP?,0
1259071,f6bd4151269f848145e2,How do I market women's fiction?,0
348649,44526b2e808874deaead,"Which place in France, other than Paris, is definitely worth visiting?",0
1023218,c8832979e55cf0af4dc8,Does dextro and livo rotatory forms depend on structure of the molecule?,0
222250,2b799d358bc7f954094d,Will there be a new crusade between Islam and Christianity?,0
598388,75335f44b16a34a2f63f,Will we eventually have personal reusable rockets?,0
1135709,de971459b5f674f11e32,What are the best tourist attractions in Chile?,0
1061382,cff8cb1c6fbdb85c965e,Can you have equal opportunity and equal outcomes at the same time when it comes to gender equality?,0
341541,42e6e15ef28b641a2e35,Can I buy a demo iPhone?,0
1258078,f68c36c5383a83fc322c,How do I deal with people who backbite about me and they don't like me?,0
474652,5cf429165afb08cc943f,What is the reason why the US entered the Vietnam War?,0
843360,a548555f83862572a5d5,I saw the expression having sex topically. what does it mean?,0
450941,5851975f21fb9036200d,Can someone get over a 7 year relationship and start over with someone else in just 3 months?,0
882608,ace9248f84a47ecc2af1,Why do some stores sell old Nike Total 90 Shoot II soccer shoes despite being discontinued by the manufacturer?,0
15305,03011f46033ee30431e9,What's the weirdest thing that has happened to you at a high school reunion?,0
653404,7ffcd4e9d4e4d3d043d0,I'm scared about going to high school. What is it like?,0
650735,7f74b5d1fe83a312f7f4,What are the latest smartphone processors who support mobile virtualisation?,0
591960,73f35f58619f1cd4062d,What is your worst airline lost/delayed luggage story? Did they compensate you?,0
898614,b010963dc69b1030ed87,"What if in the bottom of the 9th in Game 7 of the 1997 World Series, the Indians had not used Jose Mesa but instead someone else to close out the series?",0
313243,3d5f0fcc37cd9c026b2a,I want to film my weightloss journey on YouTube. Will I get subscribers?,0
837245,a41217069548da168906,How did the United States Department of Defense develop the DIACAP (Information Assurance Certification and Accreditation Process)?,0
777123,983892023917bd149369,Where would you like to go to spend a vacation?,0
958180,bbb7cd5621d17fcff662,Why do some feminists believe that all men should die?,0
1119091,db4ca10ee00e95b68ef9,Is there any method to measure depression level?,0
